shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
162805,29.42409,-98.49406,662,2596.1375
162805,29.4241,-98.49392,663,2612.435
162805,29.42412,-98.49383,664,2628.742
162805,29.42413,-98.49379,665,2645.0531
162805,29.42418,-98.49362,666,2661.381
162805,29.42422,-98.49347,667,2677.7247
162805,29.42426,-98.49332,668,2694.0839
162805,29.42427,-98.49318,669,2710.4561
162805,29.42427,-98.49304,670,2726.8423
162805,29.42425,-98.49288,671,2743.2437
162805,29.42424,-98.49282,672,2759.6512
162805,29.42423,-98.49277,673,2776.0638
162805,29.42421,-98.49265,674,2792.4885
162805,29.42419,-98.49253,675,2808.9246
162805,29.42418,-98.49249,676,2825.3648
162805,29.42397,-98.49165,677,2841.8902
162805,29.4236,-98.49041,678,2858.5424
162805,29.42351,-98.49007,679,2875.2291
162805,29.42333,-98.4893,680,2891.9934
162805,29.42301,-98.48792,681,2908.8965
162805,29.423,-98.48787,682,2925.8037
162805,29.42299,-98.48781,683,2942.717
162805,29.42293,-98.48749,684,2959.6619
162805,29.4229,-98.48738,685,2976.6185
162805,29.4227,-98.48649,686,2993.6638
162805,29.42262,-98.48614,687,3010.7443
162805,29.42249,-98.48561,688,3027.8787
162805,29.42239,-98.4852,689,3045.0545
162805,29.42238,-98.48517,690,3062.2335
162805,29.42237,-98.48512,691,3079.4166
162805,29.42235,-98.48504,692,3096.6083
162805,29.42234,-98.48498,693,3113.8061
162805,29.42233,-98.48494,694,3131.008
162805,29.42228,-98.48476,695,3148.2276
162805,29.42225,-98.48463,696,3165.4608
162805,29.42219,-98.48439,697,3182.7178
162805,29.42196,-98.48346,698,3200.0684
162805,29.421476,-98.481089,699,3217.6563
162805,29.421232,-98.481028,700,3235.2718
162805,29.420492,-98.480935,701,3252.9698
162805,29.41959,-98.480945,702,3270.7678
162805,29.419039,-98.481007,703,3288.6271
162805,29.418949,-98.480512,704,3306.5355
162805,29.418922,-98.480389,705,3324.4562
162805,29.418886,-98.480296,706,3342.3868
162805,29.418868,-98.480234,707,3360.3237
162805,29.418841,-98.480183,708,3378.2664
162805,29.418814,-98.480141,709,3396.2141
162805,29.418778,-98.4801,710,3414.1675
162805,29.418751,-98.480069,711,3432.1251
162805,29.41871,-98.48,712,3450.0899
162805,29.41866,-98.47988,713,3468.0682
162805,29.41913,-98.47973,714,3486.1003
162805,29.4196,-98.47958,715,3504.1875
162805,29.41985,-98.47951,716,3522.3026
162805,29.42008,-98.47948,717,3540.4439
162805,29.42027,-98.47947,718,3558.6062
162805,29.42044,-98.47949,719,3576.7876
162805,29.42073,-98.47954,720,3595.0014
162805,29.42106,-98.47965,721,3613.2528
162805,29.42116,-98.47968,722,3631.5156
162805,29.42141,-98.47976,723,3649.8073
162805,29.42167,-98.47985,724,3668.1293
162805,29.42179,-98.47991,725,3686.4657
162805,29.42188,-98.47997,726,3704.8137
162805,29.42194,-98.48002,727,3723.1703
162805,29.42197,-98.48007,728,3741.5328
162805,29.42203,-98.48022,729,3759.9109
162805,29.4227,-98.47999,730,3778.3662
162805,29.42332,-98.4798,731,3796.8931
